Speaker,Transcription,Transactivity,Regulation,dialog_id,Transactivity 
B,"Yeah, I would say, I would say that we can go directly to social affordances and when you give the definition, you can mention affordances. But I wouldn't start defining affordances itself without mentioning before social affordances, because but it will depends on how we write it, it's.",CON,,SA2 11.25,
O,"I think writing about social affordances covers it all. We don't really have to. I mean, we don't need something too lengthy and with numerous chapters, so I think defining it means social affordances on its own covers the affordances definition and not segregating it, especially at the point of writing about on the background, sorry, introduction to the studies to social affordances, covers affordances and all of that.",QC,,SA2 11.25,
V,"Yes, so I would, I would like to talk about affordances, the term, but it's really broad so I wouldn't go in there. I like the term because it has a lot of research done as well.",CON,,SA2 11.25,
B,Yeah. ,QC,,SA2 11.25,
V,"And just the term affordances, but this is not our deal. Better to focus on like, I would particularly jump from online learning to social presence, sociability and social affordances.",CON,,SA2 11.25,
B,Yeah me too.,QC,,SA2 11.25,
S,"Cool, so I agree that we can if we, if we feel, if I, don't, you're inspired, you can connect it, but it's not the same. You know, essential. Good, question answered. Next. The actual framework for analysis.",CON,P,SA2 11.25,
V,Yes.,QC,,SA2 11.25,
B,"Yes, yes, in which moment would you mention our research question?",ELI,,SA2 11.25,
B,Sorry. ,EXT,,SA2 11.25,
V,"In the beginning, I would say. ",EXT,,SA2 11.25,
B,"Because if we are gonna mention it from the beginning, we can give an introduction saying that we will explain the main concept on what is the relationship of all this with Microsoft Teams or why did we choose that. Or you know, like a justification of why are we doing this.",INT,,SA2 11.25,
B," I don't know if, before or after the definitions of the concepts. ",ELI,,SA2 11.25,
V,"I would put it after. Like, OK in this situation we, what we already know. We aim to look at this and, and, and explain how, like the methodology briefly.",EXT,,SA2 11.25,
B,Mhm.,QC,,SA2 11.25,
V,"Like, not, not explaining because it will, like it's an introduction so. And as… ",EXT,,SA2 11.25,
O,"I, I really have one more question from the concept we have online learning and are we really looking broadly at generally online learning or CSCL collaboration or collaborative learning on online setting? Because if we are looking at that, then it's missing in here.",ELI,,SA2 11.25,
V,"I wouldn't say that we focus on collaborative learning, per se, I would say we would look more at computer mediated, like, CMC.",CON,,SA2 11.25,
B,Yeah. ,QC,,SA2 11.25,
V,But that's my opinion guys. I don't know what you think.,ELI,,SA2 11.25,
S,"I would say since, yes.",QC,,SA2 11.25,
S,"…because CSCL has its own constructs and criteria, and we have not delved into those. Whereas what we are discussing could be equally, to think of applicability, both in the corporate context or educational one, you could apply the same idea, so…",EXT,,SA2 11.25,
O,"MY IDEA, I was thinking we could narrow it to CSCL since everything is about collaboration in CSCL,  so narrowing it down to CSCL, we, be more specific than having to deal with the whole computer mediated collaboration stuff, because I mean our target just as the, the courses is a collaborative CSCL.",EXT,,SA2 11.25,
V,"Yeah, I agree. But, but, like this is not even our point, because we will look at social affordances whether we use the like computer mediated like, whether it's in collaborative work, I think we've just focused more now on online learning.",CON,,SA2 11.25,
B,Yeah. ,QC,,SA2 11.25,
V,"An online learning can be collaborative or not, like it can take many forms. So I think that we're looking at how Teams, a work, as how Teams provide social affordances, the, the extent to which we can interact and so on. So, it, we don't really focus about CSCL, I don't think we do. Like…",CON,,SA2 11.25,
B,"Yeah, I agree. I think our topic it's more about social affordances, social presence. Well, we have to explain our, the framework we are going to use to analyze Microsoft Teams. But, the thing is that the computer media, collaborated, online learning and all that can be part of the introduction, but it's not our point. We have to say that we are using within that, write nowadays online learning is becoming more popular, blah, blah, blah, you can find references about that saying the importance of online learning. OK and then we say so an online learning. We have to check what is the social presence, I don't know, we have, we have, we can connect both terms, but the point is not to define online learning, going deep, you know online learning. The point is going directly to social presence, I'm going deeper there. I would say.",CON,,SA2 11.25,
V,Yes.,QC,,SA2 11.25,
S,"And specifically, computer mediated communication is actually, you'd be shocked there isn't like such abundance of impressive research. As you know, there's different terms and actually part of my thesis will be to include synchronous computer mediated communication, so I can confirm it's nice trend. Wasn't one of your recommended readings had a nice intro about?",ELI,,SA2 11.25,
V,Let me show you… ,EXT,,SA2 11.25,
B,Let me check and…,EXT,,SA2 11.25,
V,"I think it was B, I don’t….",EXT,,SA2 11.25,
S,"Yeah, Sutcliff social mediating technologies.",QC,,SA2 11.25,
B,Yes.,QC,,SA2 11.25,
V,Yes.,QC,,SA2 11.25,
B,Yeah.,QC,,SA2 11.25,
V,"Yeah, ok, so maybe I…",QC,,SA2 11.25,
S,Um. ,QC,,SA2 11.25,
V,"Yeah, no, sorry, sorry. ",QC,,SA2 11.25,
S,"Oh no, just saying that, yeah, looking at it, it has a nice overview of…",EXT,,SA2 11.25,
B,"Yeah. So good, we have the concept we want in the introduction. That's fine. It's good that we have the idea of what we want to talk there, so what should we do? Do we divide the terms? Do we? Because I think if we go everyone through all of them is not gonna be worth it because we have to, we have too much information there so.",ELI,P,SA2 11.25,
V,"B, we didn't agree at the end or maybe did we agree, but I did not get it. The question do we present it at the end or at the beginning? I suggest at the end, but we, I don't think we agree on that.",INT,P,SA2 11.25,
O,At the end.,EXT,P,SA2 11.25,
B,"Now, well here in the article structure that they gave us, he says that in the introduction and literature review we have to include what is the paper about.  ",CON,P,SA2 11.25,
V,Mhm.,QC,,SA2 11.25,
B,"So maybe we don't have to give the question, but we can say what is the paper about, then it says defining problem and the purpose of the study, then main theories and concepts and then the research questions and hypothesis. ",CON,P,SA2 11.25,
V,"Ok, so…",QC,,SA2 11.25,
B,"Maybe we have we have to like mix both parts, you know because if we have, if we want to include the research question in the,  at the end, we need to make reference of what is our study about in the beginning. ",INT,,SA2 11.25,
V,"I see. So then maybe, maybe we can see at the beginning is online learning and the importance of online learning. We can just swoop it in and say we're gonna look at how Teams, like briefly, we don't have to explain the whole thing. So, and then we can say, in order to analyze this, we need to have some concept strategy beforehand.",INT,,SA2 11.25,
B,Yeah. ,QC,,SA2 11.25,
V,"So then we explain and then we can maybe bring it back at the end, saying this is the way we're going to analyze it. Maybe mentioning briefly Methodology or something.",INT,,SA2 11.25,
B,"Yeah, in methodology, I think we should refer to our framework that we were gonna use to, use, The Honeycomb in the end, right? We should mention it, I think. Because, I wouldn't mention The Honeycomb definition in the introduction. ",ELI,,SA2 11.25,
V,"No, no.",CON,,SA2 11.25,
B,I would just go for it.,EXT,,SA2 11.25,
V,"We can go to methodology, like in methodology. Uhm, so maybe… To answer to your question before B. Maybe we can just, kind of, for example, divide it for example. I can talk about online learning and present the social presence and then like…",EXT,F,SA2 11.25,
O,(inaudible) I'd like to find a lot about it.,EXT,,SA2 11.25,
V,So…,EXT,,SA2 11.25,
O,"So, I'll kick to talk about the Teams.",EXT,,SA2 11.25,
B,"What sorry, O, I couldn't listen you.",ELI,,SA2 11.25,
O,"Teams, MS Teams. ",EXT,,SA2 11.25,
B,"Ah, OK. ",QC,,SA2 11.25,
O,"At the end of it, OK? ",ELI,,SA2 11.25,
B,"The thing is that, if we are planning to meet next week on Thursday, for example, or on Friday or whatever, we should have more than this done. Because if, if I'm only for, for example, thinking about The Honeycomb method, it will be like a paragraph in the end. I mean I will read a lot, but I will write a paragraph because I, I, we, we wouldn't have, a paragraph or two paragraphs or whatever, but it's not really long. So I think we have much more to do. We can try to, to find more things, more information and then to talk about everything because. If not, I, I don't know if we will have time.",CON,F,SA2 11.25,
O,"I think (inaudible), we are writing on the introduction, we should at same time be of developing the literature review, because I, I mean most of the concepts we are going to mention in the introduction are the concepts we are going to review in the literature review.",EXT,,SA2 11.25,
V,"Mhm. Yeah, the introduction is just, we sweep it in, we explain it briefly, not briefly. We have to explain it enough that have a solid base.",EXT,,SA2 11.25,
B,Yeah. ,QC,,SA2 11.25,
V,"And because, I think that the main concept of the introduction and the theoretical kind of framework is that we recognize that there's a multiplicity of way of defining this concept, yet we choose this and that.",INT,,SA2 11.25,
B,Yeah. ,QC,,SA2 11.25,
V,"So, I, that's my, my idea, that's also the way I've been working on.",QC,,SA2 11.25,
B,"Yeah, I agree, I agree. And I also think that right now we are in the moment that it's not only about providing the info we find in the world. I mean, it's not about copying and paste. No, we just start. We have to start writing as if we were going to write an article only about the topic we are looking for. You know, for example, imagine that my topic right now is going to be, I don't know social affordances, so I'm gonna write and I'm, I'm gonna read 1st and then I'm gonna write like if I was writing an article about social affordances because it's important to go directly to write and not only to copy and paste, because we won't have time. So it's better to start writing.",EXT,P,SA2 11.25,
V,"Yeah, I agree.",QC,P,SA2 11.25,
S,"So ladies, I have to go. ",EXT,,SA2 11.25,
B,OK. ,QC,,SA2 11.25,
S,…Now. ,EXT,,SA2 11.25,
B,"Do you have any preferences or something, yeah? ",ELI,F,SA2 11.25,
S,You can just assign me.,EXT,F,SA2 11.25,
V,"I was thinking, S, like the, you were very familiar with the Honeycomb framework, so maybe you can do methodology, like you can write about it. But I don't know, what…?",ELI,F,SA2 11.25,
S,"Yeah, like anything scientific, that anything, more scientific, trusting me with it, it's, it's a risk, but yeah, I'm, I'm down, I'm down.",QC,F,SA2 11.25,
B,Ok.,QC,F,SA2 11.25,
V,"Ok. Girls, can you stay a little bit longer so we can get?",ELI,,SA2 11.25,
B,Yes.,QC,,SA2 11.25,
V,Good.,QC,,SA2 11.25,
S,"So, yeah, continue writing in meeting notes, anything, especially for Anika if she wants to catch up and then, yeah, we'll do fine really. It's also, please, before I leave, for the observers, for just a moment, for the observers this is 2021 providing us with such a RIGID LINEAR PATH. To write an article is doesn't align with the values or the expectations we have as students in higher education 2021. Please don't respond to this comment as not to waste more time, but I had to voice it out because, come on, it's 2021. ",EXT,OT,SA2 11.25,
V,Yeah. ,QC,OT,SA2 11.25,
S,And also for us. ,EXT,OT,SA2 11.25,
V,Agreed.,QC,OT,SA2 11.25,
S,Multiple (inaudible).,EXT,OT,SA2 11.25,
B,"Bye, S. ",EXT,OT,SA2 11.25,
O,"So you are doing the recording, right, S? ",ELI,OT,SA2 11.25,
S,"Yes, but when I leave I think it will be automatic.",QC,OT,SA2 11.25,
V,It will continue.,EXT,OT,SA2 11.25,
S,"If not do, do continue the recording.",EXT,OT,SA2 11.25,
B,Ok.,QC,OT,SA2 11.25,
V,"Yeah, we will start again.",QC,OT,SA2 11.25,
S,"OK, bye girls. ",QC,OT,SA2 11.25,
B,Bye.,EXT,OT,SA2 11.25,
V,Bye.,EXT,OT,SA2 11.25,
O,Bye. ,EXT,OT,SA2 11.25,
S,And stay in touch asynchronously. Ciao!,EXT,OT,SA2 11.25,
V,"Hmhm, bye. Tadatata, it looks like it's still recording. ",EXT,OT,SA2 11.25,
B,"OK, great.",QC,,SA2 11.25,
V,"OK, maybe two persons can work on the theoretical framework, like 2 persons, but like I think that we, like the two persons that work on the theoretical framework, have, have to talk not in as a group, but have to talk more.",EXT,F,SA2 11.25,
B,"Yeah, I would suggest you and me actually, because I think, uh, yeah, I would suggest that because I think we can under-, we, we have a very, what I see, is that we have a very similar way too, right?",QC,F,SA2 11.25,
V,Mhm. ,QC,F,SA2 11.25,
B,Sooo… ,EXT,F,SA2 11.25,
V,"Mmm, yeah. Uh, that's, that's OK. Yeah. I, I think that because we don't need like the whole group working on the theoretical framework, we just need, it's like the base like it has to be done and then we can move from there.",QC,F,SA2 11.25,
B,Yeah.,QC,F,SA2 11.25,
V,"So, let me check. Introduction, literature review, OK, research questions and hypothesis, OK. Methodology, then maybe, some methodology can be maybe…? ",ELI,F,SA2 11.25,
B,"I'm thinking because what, what would be including methodology? Like, how are we gonna do the analysis? Because this is something we haven't talked.",EXT,P,SA2 11.25,
V,Mmm.,QC,,SA2 11.25,
B,"I mean, we have just said that we are going to analyze Microsoft Teams, but we didn't say how. So…",CON,P,SA2 11.25,
V,But maybe… ,CON,,SA2 11.25,
O,"Like difficulty of these studies is the fact that we do not need to gather data from, maybe we do not need to really get the data and then do the analysis ourselves. So that is actually where the methodology is confusing for me, because I, I mean I'm aware of some kind of methodology for studies, but then I haven't actually have to do one that doesn't involve data analysis or data gathering and analysis.",EXT,,SA2 11.25,
V,"Mhm. Well, I think that the, the, the methodology that they provided doesn't add up with the literature review. ",CON,,SA2 11.25,
B,"No, it doesn't.",QC,,SA2 11.25,
V,I would say…,EXT,,SA2 11.25,
B," No, no, I would say that maybe we can ask if we should include this point, because if we are talking about and S is going to talk about The Honeycomb and everything, maybe we don't need to explain, we just need to say - OK, so, to analyze Microsoft Teams with Honeycomb we are just gonna go point, through point by point and analyzing that and we don't need to go that deep on this because we are not analyzing that data.",EXT,F,SA2 11.25,
